id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
3022308,"Walk to UW, U Village,  Serene A",3074414,Melissa,University District,47.6647,-122.30345,Entire home/apt,115,30,8,0.07,132,244,0
3022564,Contemporary Studio in Columbia City,12086787,Marcus,Columbia City,47.55995,-122.28322,Entire home/apt,107,1,822,6.72,2,279,78
3053269,Historic Ballard Home low fees & parking,2231298,Chris,Adams,47.67251521,-122.3815212,Entire home/apt,585,1,130,1.27,3,245,17
3061918,Cape Cod Cottage - Quiet & Convenient,15566972,Scott,North Admiral,47.57142,-122.38029,Private room,100,30,41,0.33,1,201,0
3121829,Fam friendly townhouse with Peloton! Near it all.,4152568,Barrie,Adams,47.67204,-122.38053,Entire home/apt,,4,38,0.31,1,5,2
3158243,"Washer Dryer, U Village, Ravenna  (304)",3074414,Melissa,University District,47.66351,-122.30233,Entire home/apt,165,30,76,0.62,132,77,10
3254956,"1 Bedroom, 800 SqFt Apt, U.District/Wallingford",6680836,Dimple,Wallingford,47.65434,-122.32898,Entire home/apt,129,3,52,0.43,2,296,1
3263071,New carpet Walk to UW. Quiet Top 50,3074414,Melissa,University District,47.65928,-122.317,Entire home/apt,112,30,43,0.35,132,205,0
3269390,Detached Private Guest Cottage in Sought-After Neighborhood,12171359,Diane,West Queen Anne,47.63268,-122.3671,Entire home/apt,183,3,529,4.34,3,299,49
3273014,Center UW Clean & bright 202,3074414,Melissa,University District,47.66155,-122.315,Entire home/apt,125,30,22,0.18,132,105,1
3273240,"Romantic NY style loft in Pioneer Square, Seattle",13697241,Bonnie,Pioneer Square,47.6002,-122.3338,Entire home/apt,253,2,369,3.03,1,211,51
3303376,Brick loft w comfy bed and heat/aircon,30559,Angielena,Georgetown,47.55043,-122.31837,Private room,78,2,209,1.72,10,320,25
3303857,"Cool, Fast WIFI walk to UW (14)",3074414,Melissa,University District,47.65707,-122.3166,Entire home/apt,125,30,31,0.25,132,53,0
3308979,Modern City Home+Views+Hot tub+Parking,16708587,Jill,West Queen Anne,47.63089,-122.36778,Entire home/apt,806,1,134,1.11,5,35,31
3312406,Seattle Urban-Chic Studio Cottage,16727906,Tory,Fremont,47.66074,-122.35705,Entire home/apt,229,2,334,2.75,2,200,12
3379116,An Enchanting Hidden Gem in the Heart of Seattle,14138534,Jill,Eastlake,47.64627,-122.32271,Entire home/apt,314,7,219,1.84,1,300,3
3385421,Triple Venti View & Penthouse Style Lux,16255476,Ken,Pike-Market,47.61088,-122.34389,Entire home/apt,,30,36,0.3,3,286,0
3405896,Styled West Seattle Studio Near Nature Trails,10219841,Conni & Stew,High Point,47.55138,-122.37518,Entire home/apt,134,6,79,1.2,1,10,20
3441450,Serene Escape - Pike Place Market,16587333,Rob And Jessica,Central Business District,47.6076,-122.33938,Entire home/apt,250,7,88,0.73,2,295,14
3441487,1 Bedroom Suite near Downtown Seattle & Swedish,17342935,David,Yesler Terrace,47.60487,-122.32054,Entire home/apt,135,30,9,0.08,3,324,1
3505739,Water view! Seattle - Alki Beach View Bungalow,1801138,Shauna,Alki,47.57776,-122.40721,Entire home/apt,192,1,304,2.51,3,44,22
3505829,"Off-Street Parking, EV Charger + Dogs Welcome!",6668610,Don,Wallingford,47.658749,-122.328133,Entire home/apt,352,4,18,0.15,1,38,4
3510818,Charming Pre-War Ballard Cottage,5635244,Shannon,Whittier Heights,47.67915,-122.37173,Entire home/apt,200,10,114,0.95,2,28,3
3535171,"Comfortable, quiet room in Craftsman style house",3152296,Lynda,Greenwood,47.6866,-122.3547,Private room,60,30,203,1.68,2,53,1
3543247,"Private Sauna, cold plunge, Hot Tub and E-bikes",17834927,Jeffrey,Greenwood,47.69589,-122.35908,Entire home/apt,232,1,837,7.12,2,198,98
3559811,"Center UW, Comfy, Quiet &View (303)",3074414,Melissa,University District,47.66246,-122.31471,Entire home/apt,120,30,44,0.37,132,312,1
3637180,Room in Cute Craftsman Style House,3152296,Lynda,Greenwood,47.68812,-122.35501,Private room,60,30,217,1.79,2,74,0
3652078,Seattle Houseboat Stay on the Water,525710,Libby,North Queen Anne,47.65233,-122.36351,Entire home/apt,,180,3,0.03,2,101,0
3673011,Cozy & Private Room in the Heart of Columbia City,1859394,Andrew,Columbia City,47.55822,-122.28444,Private room,69,30,85,0.7,1,124,0
3678718,Cozy 1 Bdrm Basement Apartment in Heart of Ballard,5776729,Ballard Odd Fellows,Adams,47.66911,-122.37957,Entire home/apt,130,2,388,3.23,1,238,31
3679617,"Center UW, Comfy, Clean &View (204)",3074414,Melissa,University District,47.66314,-122.31304,Entire home/apt,120,30,24,0.2,132,85,1
3689416,Cozy Cove - private bath,6533205,Lauren,Bitter Lake,47.72494,-122.35308,Private room,48,30,30,0.25,2,99,0
3706719,Center UW Comfy  Clean Quiet Remodeled Kitchen 306,3074414,Melissa,University District,47.66157,-122.31288,Entire home/apt,125,30,31,0.26,132,106,1
3739681,Spacious 2 brd close to everything,832888,Matt And Jess,Wallingford,47.66159,-122.33325,Entire home/apt,135,30,81,0.67,1,169,2
3766055,Beautiful Ravenna Hardwoods UW,19292422,Claire,Ravenna,47.68130415,-122.3115885,Private room,55,30,89,0.74,1,178,3
3770248,"Center UW, 98 Walk Score Convenient Comfy  (212)",3074414,Melissa,University District,47.66131,-122.31499,Entire home/apt,120,30,26,0.22,132,64,1
3772674,Cozy Ballard Apartment,18232665,Kim,Adams,47.67345,-122.39416,Entire home/apt,120,3,378,3.16,1,44,29
3818746,"Alki Beach View Home, Two Blocks Above the Beach",33360,Laura,North Admiral,47.58366,-122.39911,Entire home/apt,354,3,126,1.1,7,294,8
3835995,Ballard Craftsman Charmer,19756727,Jamie,West Woodland,47.67209,-122.36332,Entire home/apt,120,30,370,3.08,1,297,2
3861673,Beautiful Guest Suite for 2 in Ballard,19928221,Debbie,Whittier Heights,47.68551,-122.37523,Entire home/apt,103,1,1404,11.74,1,216,120
3908378,Cozy Suite in Ballard Craftsman,1611939,Andrew,Whittier Heights,47.67616,-122.36682,Entire home/apt,130,2,609,5.08,1,48,56
3921664,Arboretum 1-Bedroom w/ AC & Parking,20314969,Ariel,Harrison/Denny-Blaine,47.62415,-122.29188,Entire home/apt,166,1,222,2.15,1,40,46
3959460,upper level apt in duplex with view,7307064,Beth,Phinney Ridge,47.68012,-122.35336,Entire home/apt,154,30,147,1.23,1,88,0
3992155,Downtown Seattle Studio - Belltown,8616799,Jana,Belltown,47.6184,-122.34545,Entire home/apt,72,30,221,1.87,1,187,5
4000591,The Haven - A Stylish Townhome on Queen Anne,18700451,Jun,East Queen Anne,47.63846,-122.35247,Entire home/apt,700,2,38,1.82,1,57,17
4025954,Greenlake Getaway,20873639,James,Green Lake,47.67798,-122.33059,Entire home/apt,90,30,107,0.9,1,174,0
4026757,GREENLAKE SUITES - center of seattle,10061445,Roland,Wallingford,47.66667938,-122.3392029,Entire home/apt,215,1,493,4.14,2,329,23
4046863,GREENLAKE BUNGALOW - center of seattle,10061445,Roland,Wallingford,47.6662674,-122.3390274,Entire home/apt,241,1,439,3.68,2,343,28
4053972,Cheery and Sweet Madrona Apartment,2325108,Josh And Nicole,Madrona,47.6164,-122.28406,Entire home/apt,110,21,211,1.77,1,100,9
4069543,West Seattle - Private Family Suite,6584748,Sean And Karla,Fauntleroy,47.53106,-122.39281,Private room,120,1,291,2.44,2,46,33
4100009,Spacious 1BR in upper Fremont,14012754,Lara,Fremont,47.66135,-122.35633,Entire home/apt,110,2,252,2.12,4,236,29
4113197,"Greenwood Condo, Spa & Gym",6533205,Lauren,Bitter Lake,47.72293,-122.35426,Entire home/apt,18,30,7,0.06,2,270,1
4129218,"Stylish Studio, Lives like 1 BR w/ Full Kitchen",19294641,Derek,Broadway,47.62347412,-122.318985,Entire home/apt,142,1,423,4.07,1,103,34
4137114,P2 Cosmo living - Convention Center on Pike St,9058822,Andre And Joel,Central Business District,47.61327,-122.3306,Entire home/apt,205,7,286,2.42,3,307,8
4165554,UW Elegant & Clean  (48),3074414,Melissa,University District,47.65836,-122.31606,Entire home/apt,125,2,25,0.23,132,324,4
4170863,Mother in Law Apartment- Queen Bed,19193158,Faith,Leschi,47.60381,-122.29562,Entire home/apt,140,3,200,1.69,1,284,13
4204939,"Charming Main Level home, close to everything",21816248,Ramnika,Ravenna,47.68009,-122.30059,Entire home/apt,193,2,77,2.53,1,33,22
4211081,Cozy Capitol Hill Home,1379358,Peter,Broadway,47.6226,-122.31708,Entire home/apt,307,2,309,2.63,1,311,19
4236723,"Historic Ballard 1st floor unit, parking, low fees",2231298,Chris,Adams,47.67322,-122.38261,Entire home/apt,253,1,673,5.7,3,221,44
4263136,minimal and artful room in Seattle,2350534,Marta,Broadway,47.62664,-122.32823,Entire home/apt,546,32,20,0.17,1,83,0
4270642,Remodeled wood Floor walk to UW 101,3074414,Melissa,University District,47.66305,-122.31444,Entire home/apt,115,30,59,0.5,132,254,0
4279578,Bright GreenLake studio + free off-street parking,22218808,Donna,Green Lake,47.68239,-122.32743,Entire home/apt,109,1,485,4.12,1,17,55
4286182,"Bright Basement Apartment w/ Private Patio, Grill",19039209,Ted,Mann,47.61329,-122.30005,Entire home/apt,177,2,264,3.15,1,87,34
4287974,Cozy Seattle Home for 2-6 guests,20219463,Dan,Windermere,47.67141,-122.27607,Entire home/apt,147,30,114,0.98,1,37,0
4324917,"Spacious, private apartment on Queen Anne Hill",1628476,Ralph,Lower Queen Anne,47.63166,-122.36083,Entire home/apt,89,2,323,2.84,1,133,47
4340838,Great Greenlake studio apartment,11600938,Brian And Kylie,Wallingford,47.66831,-122.32594,Entire home/apt,139,1,416,3.6,1,290,45
4364624,Private Guest House with Outdoor Patio,22737225,David,Minor,47.60847,-122.30688,Entire home/apt,146,2,505,5.12,1,260,62
4387557,Lovely condo overlooking the Fremont Bridge,22778664,Michael,North Queen Anne,47.64511,-122.3518,Entire home/apt,195,1,142,7.16,1,37,96
4400811,Cozy Charming Old Home Near City Center,4199445,Liam,Mount Baker,47.57129,-122.29086,Entire home/apt,154,5,132,1.14,2,8,13
4405139,"2 Bedroom, Heart of Capitol Hill, Free Parking",22868047,Yosh,Broadway,47.62074,-122.31667,Entire home/apt,278,1,148,1.28,3,84,62
4432489,Spacious spot in central location,17571737,Cathy Patnoe-Brandt & John,Leschi,47.59622,-122.29585,Entire home/apt,100,30,148,1.28,1,107,0
4439293,P3 Throwback with Style next to Convention Center,9058822,Andre And Joel,First Hill,47.61136,-122.32918,Entire home/apt,166,7,302,2.57,3,299,18
4440686,Incredible Waterfront Condo Near Pike Place Market,23049722,Jason & Courtney,Pike-Market,47.60947,-122.3447,Entire home/apt,411,3,187,2.8,1,96,57
4484426,"2 Baths W/D ,  Nice View,  Quiet, TWalk  UW (402)",3074414,Melissa,University District,47.66434,-122.30306,Entire home/apt,188,30,39,0.35,132,83,0
4550535,New List Near U Village & Greenlake (9),3074414,Melissa,Ravenna,47.67675,-122.29071,Entire home/apt,175,30,1,0.01,132,277,0
4599119,Updated Midcentury near UW and Children's Hospital,2095307,Paige,Bryant,47.67334,-122.2892,Entire home/apt,350,5,33,0.29,1,331,1
4608208,A quiet oasis in Seattle,23878721,Sallie,Lawton Park,47.66247,-122.40343,Private room,90,1,426,3.67,1,43,49
4616634,Cozy Private Studio Apartment,23916634,Cyndy,Loyal Heights,47.6789,-122.38573,Entire home/apt,90,1,568,4.96,1,3,0
4629020,Ravenna View Apartment fresh air,23972943,Joy,Ravenna,47.67353,-122.29294,Entire home/apt,213,5,33,0.3,3,196,1
4630355,Luxury Penthouse in Seattle,23167869,Bhuwan,East Queen Anne,47.63352667,-122.34748,Entire home/apt,125,30,0,,1,58,0
4653552,Greenlake Apt. with Chef's Kitchen,24087447,Lela,Wallingford,47.67169,-122.33479,Entire home/apt,150,3,287,2.5,1,216,28
4693488,Green Lake/Phinney/Greenwood Nugget,17469341,Chris,Phinney Ridge,47.68283,-122.35291,Entire home/apt,125,6,123,1.07,1,40,8
4711069,Craftsman with view of Seattle,10283735,Mayza,Rainier Beach,47.50889,-122.2594,Entire home/apt,303,2,203,1.76,3,240,8
4725935,Capitol Hill Excursion Part Five,5112492,Leah,Broadway,47.62158,-122.3228,Private room,50,30,102,0.88,4,89,2
4752817,2-BR Penthouse Condo by Seattle Convention Center,24526173,Connie,First Hill,47.61318,-122.32859,Entire home/apt,329,3,404,3.5,2,51,35
4757025,Charming and Private-AAA Location,8993600,Ella,Harrison/Denny-Blaine,47.62332,-122.29081,Entire home/apt,,30,244,2.14,1,0,1
4871348,Private Entrance Bed & Bath - Fremont/Wallingford,23468824,Dominick,Fremont,47.65904,-122.34645,Entire home/apt,108,14,413,3.58,1,83,13
4879013,"Modern 2 bd apt, great neighborhood",6120181,Suzanne And Craig,Wallingford,47.66937,-122.32607,Entire home/apt,187,4,202,1.75,1,101,8
4881141,CHILL NEAR THE BEACH,20521336,Dave,Seaview,47.55978,-122.40234,Entire home/apt,160,30,78,0.88,2,140,0
4892357,Madrona Magic,149902,Robert,Madrona,47.61752,-122.2934,Entire home/apt,69,31,6,0.05,1,133,0
4956314,Cozy Private Space North Seattle Private Parking,25547379,Fern,Victory Heights,47.70804,-122.30773,Entire home/apt,85,2,638,6.41,1,276,41
4973204,Comforts of home -  Ideal location - Free parking,25636571,Ben,Lower Queen Anne,47.62733,-122.35541,Entire home/apt,185,3,156,1.38,1,172,19
4993710,"Cozy Condo in Fremont, with parking",25746073,Shawna,Fremont,47.65313,-122.35301,Entire home/apt,120,30,151,1.32,1,312,1
5029665,Greenlake View Home,6421859,Rosemary,Phinney Ridge,47.68256,-122.35254,Entire home/apt,124,5,64,0.56,1,118,6
5067177,Capitol Hill Excursion PartThree,5112492,Leah,Broadway,47.62334,-122.3226,Private room,47,30,137,1.27,4,47,2
5084451,Location and Comfort! Best area to stay in Seattle,15502197,Kimberley,Minor,47.61055,-122.31555,Private room,192,1,63,0.65,10,205,0
5104918,Private Portage Bay View 2B | HS Fiber | Workspace,9555983,Dennis,Portage Bay,47.64958,-122.32051,Entire home/apt,,30,208,1.86,2,9,2
5137315,Master Bedroom with Half Bath,26475960,David,Bryant,47.66814,-122.28457,Private room,64,2,176,1.69,3,95,26
5174876,Charming Studio,26766503,Miriam,Mann,47.61539,-122.30026,Entire home/apt,130,1,311,2.75,1,54,38
5241773,"Cool/Fun House on Capitol Hill, Bdrm #2",27128557,Louis & Kevin,Minor,47.6124,-122.31388,Private room,,30,618,5.45,2,22,0
5299060,We Are Using AirBnB/CDC Guidelines For Cleaning,27054652,Dan,North Delridge,47.56136,-122.36126,Entire home/apt,83,30,105,0.93,1,28,2
5328449,Spectacular View on Capitol Hill,1870462,Amy & Sean,Minor,47.61269,-122.31336,Entire home/apt,175,2,345,3.06,1,150,44
5337848,Quaint Backyard Cottage in Seattle,27663401,Manlio,Maple Leaf,47.70059,-122.31605,Entire home/apt,139,2,257,2.28,1,309,25
5362889,Stunning 2 BR Next To Space Needle & Arena!!,27322459,Drew,Lower Queen Anne,47.62092,-122.35752,Entire home/apt,136,30,248,2.2,2,175,0
5364244,Sunset Hill Guest House,25274592,Kassy,Sunset Hill,47.68579,-122.39453,Entire home/apt,195,3,107,0.94,1,310,7
5372181,Alki Beach House - Steps from the Sand,5464287,Kelly,North Admiral,47.58225,-122.40189,Entire home/apt,133,30,18,0.16,1,266,1
5383192,Walk everywhere— ideal for families!,27606550,Christine,West Queen Anne,47.63784,-122.36109,Entire home/apt,175,7,3,0.03,1,100,0
5407311,Serene W/D  walk toUW/U Village 404,3074414,Melissa,University District,47.66317,-122.30438,Entire home/apt,155,30,49,0.44,132,158,5
5470943,Explore Capitol Hill from a Roomy Apartment,13669439,Matthew,Stevens,47.63044,-122.31008,Entire home/apt,260,2,526,4.75,2,299,62
5523181,Capitol Hill Luxury Townhouse,8311472,Jeremy,Stevens,47.61767,-122.30544,Entire home/apt,229,3,21,1.84,1,31,21
5525073,Location & Luxury at a Great Price!,28653007,Andrew,Fremont,47.65019,-122.34551,Entire home/apt,145,5,59,0.54,4,303,12
5581705,Private Apartment by University of WA & Greenlake,6587854,Aliza,Roosevelt,47.67312,-122.31603,Entire home/apt,130,1,155,1.99,1,262,21
5620306,Enjoyable private bedroom w/gorgeous views,29133654,Muna,Lower Queen Anne,47.62206,-122.36089,Private room,132,30,16,0.15,1,52,0
5652705,Northern Lights Backyard Cottage Near the Junction,33360,Laura,Fairmount Park,47.55484,-122.38512,Entire home/apt,175,2,102,0.93,7,316,6
5653726,"Spacious, two bedrooms, Walk to UW Top floor (45)",3074414,Melissa,University District,47.65917,-122.31594,Entire home/apt,155,30,33,0.29,132,333,0
5680462,6 BdRm Custom Home/Best Location/Perfect 4 Groups!,22372266,Sarah,West Queen Anne,47.63812,-122.36558,Entire home/apt,1012,1,130,1.18,1,269,7
5682316,Walk to Live Music Venues From a Columbia City Hideaway,4610250,Elyse,Columbia City,47.56125,-122.28947,Entire home/apt,131,2,429,3.85,1,116,34
5686435,Luxury Queen Anne Home with sport court,5072241,Jennifer,North Queen Anne,47.64087,-122.36449,Entire home/apt,595,4,55,0.5,1,264,4
5749958,Beautiful Phinney/Ballard Retreat,3751963,Alan & Katence,West Woodland,47.66839,-122.3679,Entire home/apt,340,30,87,0.78,1,69,1
5832908,"North Beacon Hill ,1 Bedroom 1 Bath Private patio",25243138,Mat,North Beacon Hill,47.58848,-122.30981,Entire home/apt,102,1,266,2.64,2,227,10
5882923,Home apartment with all the comfort.,30550537,Terry,Phinney Ridge,47.68275,-122.35492,Entire home/apt,105,2,408,3.64,1,243,39
5883409,Steps to UW Wood Floor Remodeled 12,3074414,Melissa,University District,47.65908,-122.31799,Entire home/apt,130,30,21,0.19,132,316,0
5900224,Walk to the best spots in Seattle!,29824474,Rachael,Belltown,47.61385,-122.3479,Entire home/apt,194,3,325,2.92,1,119,51
5918741,Historic downtown studio near Pike place + parking,17225510,Jk,Belltown,47.6133194,-122.3458252,Entire home/apt,187,2,435,3.93,1,82,55
5919096,Ballard Victorian 900 sq ft apt,53050,Robert,Adams,47.67189,-122.38569,Entire home/apt,159,5,79,0.71,1,148,21
5969069,"Urban oasis, perfect for dog owners",13240442,Adam,Stevens,47.62453,-122.30405,Entire home/apt,161,4,56,0.5,2,266,7
5980730,Spacious Remodled Attic in U Village/UW,3074414,Melissa,Ravenna,47.6675,-122.29559,Private room,95,30,14,0.13,132,346,0
5989276,Stylish 1 Bedroom Suite in Daylight Basement by UW,2051621,Kristi,University District,47.66613,-122.30698,Entire home/apt,76,30,6,0.26,1,175,2
5991734,Quiet Seattle Cottage Nestled in the Trees,23169254,Jessica,North Admiral,47.57591,-122.3965,Entire home/apt,111,1,411,3.71,1,95,51
6002165,Large Home (5B/3Ba) by Alki Beach & Downtown,4634468,Amy,Alki,47.56472,-122.4001,Entire home/apt,325,4,17,0.15,1,3,0
6020821,Spacious Top Floor Condo in Heart of Capitol Hill,17467433,Ryan,Broadway,47.61536026,-122.31353,Entire home/apt,248,1,147,3.33,2,75,40
6053606,Mint Julep - Southern hospitality in Seattle,22086361,Rachelle,Wallingford,47.65146,-122.33742,Entire home/apt,284,2,37,0.33,1,68,13
6087451,Spacious studio in charming Fremont neighborhood,19598332,Reid,Fremont,47.65469,-122.35942,Entire home/apt,131,90,388,3.48,1,206,0
6101613,Charming Seattle Lake View House plus Studio,10283735,Mayza,Cedar Park,47.7187,-122.2841,Entire home/apt,403,3,40,0.38,3,320,5
6117473,Seattle Treehouse Cabin,4193,Jessica,Dunlap,47.52894,-122.27579,Private room,60,30,116,1.05,3,263,3
6133354,Awesome Studio In Heart of Seattle,13042181,Kim,Mann,47.61953,-122.29729,Entire home/apt,159,5,264,2.37,1,295,7
6153532,Industrial Chic Ensuite Cottage,2334189,Tracy,Whittier Heights,47.68801,-122.36956,Entire home/apt,111,2,229,2.08,1,103,19
6166307,LEED Platinum Green Eco-home Getaway,7488822,Bernard,Greenwood,47.69224,-122.3645,Entire home/apt,110,2,314,2.83,1,143,31
6168975,Admire Lake Views from the Sun Deck at a Spacious Retreat,32005391,Veronica,Seward Park,47.56204,-122.27254,Entire home/apt,,2,217,1.97,1,0,14
6187841,Best Location Downtown - Beautiful!,4160438,Evan,Belltown,47.61374,-122.34697,Entire home/apt,,30,27,0.24,1,331,0
6202214,Cozy 1BD Apartment in Wallingford.,7556974,Peggy,Wallingford,47.65339,-122.33953,Entire home/apt,106,30,115,1.04,1,88,7
6214517,Private Portage Bay View 1B | HS Fiber | Workspace,9555983,Dennis,Portage Bay,47.65113,-122.3213,Entire home/apt,154,30,209,1.9,2,73,2
